review_id,game_id,game_name,expected_anomalies,collection_strategy,review_text,text_length_chars,text_length_words,text_caps_ratio,text_punct_ratio,text_exclamation_count,text_question_count,text_url_count,text_paragraph_count,text_emoji_like_count,sentiment_polarity,sentiment_subjectivity,review_voted_up,review_votes_up,review_votes_funny,review_comment_count,review_helpful_ratio,review_engagement_score,sentiment_vote_mismatch,text_generic_positive_count,text_generic_negative_count,user_num_reviews,user_num_games,user_playtime_at_review_hours,user_playtime_last_two_weeks_hours,user_playtime_forever_hours,user_steamlevel,user_is_new,user_single_game,user_low_activity,user_review_playtime_ratio,user_recent_play_ratio,user_review_under_2h,user_this_game_focus,user_reviews_per_game,user_experienced_this_game,review_timestamp_created,review_timestamp_updated,review_updated,review_steam_purchase,review_received_for_free,review_early_access,rule_anomaly_score,near_incident,days_from_incident,anomaly_new_account,anomaly_minimal_playtime,anomaly_quick_review,anomaly_generic_text,anomaly_caps_abuse,anomaly_suspicious_length,anomaly_limited_library,anomaly_no_engagement,anomaly_free_copy,anomaly_external_key,anomaly_external_source,weak_is_anomaly,anomaly_type,confidence,is_anomaly_manual,has_manual_label,review_score_all,review_score_desc_all,review_count_all_positive,review_count_all_negative,review_score_recent,review_score_desc_recent,review_count_recent_positive,review_count_recent_negative
208331539,553850,Helldivers 2,bombing,recent_all,.,1,1,0.0,1.0,0,0,0,1,0,0.0,0.0,0,1,0,0,1.0,1,0,0,0,4,0,110.45,4.933333333333334,111.35,0,1,1,1,0.0090538705296514,0.0443047447986828,0,111.35,4.0,1,1762191830,1762191830,0,0,0,0,4,0,546,1,0,0,0,0,1,1,0,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208330525,553850,Helldivers 2,bombing,recent_all,"it is so much fun one minet your obleterating bugs then yoer whiped out by robots
",83,16,0.0,0.0,0,0,0,1,0,0.3,0.2,1,0,1,0,0.0,1,0,0,0,5,0,5.05,5.4,5.4,0,0,1,1,16.435643564356436,1.0,0,5.4,5.0,0,1762190977,1762190977,0,1,0,0,1,0,546,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208328427,553850,Helldivers 2,bombing,recent_all,"blow up tonnes of stuff, great fun",34,7,0.0,0.0294117647058823,0,0,0,1,0,0.55,0.475,1,1,0,0,1.0,1,0,0,0,9,0,57.73333333333333,25.15,62.4,0,0,1,1,0.5889145496535797,0.4030448717948718,0,62.4,9.0,1,1762189188,1762189188,0,1,0,0,1,0,546,0,0,0,0,0,0,1,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208327090,553850,Helldivers 2,bombing,recent_all,"дорого, но круто. доп издание можно не брать. обязательно с кентами",67,11,0.0,0.044776119402985,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,1,9,53.266666666666666,11.716666666666669,54.81666666666667,0,1,0,0,1.2578222778473092,0.2137427789601702,0,6.090740740740741,0.1111111111111111,1,1762187998,1762187998,0,1,0,0,2,0,546,1,0,0,0,0,0,0,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208326418,553850,Helldivers 2,bombing,recent_all,Awesome game,12,2,0.0833333333333333,0.0,0,0,0,1,0,0.3,0.7,1,1,1,0,0.5,2,0,0,0,2,0,73.83333333333333,3.6,77.43333333333334,0,1,1,1,0.1625282167042889,0.0464916056823073,0,77.43333333333334,2.0,1,1762187377,1762187377,0,1,0,0,3,0,546,1,0,0,0,0,1,1,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208325948,553850,Helldivers 2,bombing,recent_all,"nice
",6,1,0.0,0.0,0,0,0,1,0,0.6,1.0,1,1,0,0,1.0,1,0,0,0,15,0,33.78333333333333,15.933333333333334,33.85,0,0,1,0,0.1776023680315737,0.4707040866568193,0,33.85,15.0,1,1762186949,1762186949,0,1,0,0,2,0,546,0,0,0,0,0,1,1,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208323043,553850,Helldivers 2,bombing,recent_all,shoot things,12,2,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,1,0,0.0,1,0,0,0,10,0,3.4166666666666665,3.4166666666666665,3.4166666666666665,0,0,1,0,3.5121951219512195,1.0,0,3.4166666666666665,10.0,0,1762184417,1762184417,0,0,0,0,3,0,546,0,0,0,0,0,1,1,0,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208316681,553850,Helldivers 2,bombing,recent_all,too slow to install and update. even with 2.5 Gb internet it still takes hours to install or update,99,19,0.0101010101010101,0.0202020202020202,0,0,0,1,0,-0.3,0.3999999999999999,0,2,2,0,0.5,4,0,0,0,5,0,1.7666666666666666,0.0,1.7666666666666666,0,0,1,1,56.0377358490566,0.0,1,1.7666666666666666,5.0,0,1762178812,1762178812,0,0,0,0,3,0,546,0,0,1,0,0,0,1,0,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208316639,553850,Helldivers 2,bombing,recent_all,фортнайт яйца,13,2,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,9,65,31.616666666666667,25.65,31.616666666666667,0,0,0,0,0.4111755403268318,0.8112809699525566,0,0.4864102564102564,0.1384615384615384,1,1762178776,1762178776,0,1,0,0,2,0,546,0,0,0,0,0,1,0,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208315141,553850,Helldivers 2,bombing,recent_all,addicitive but fun,18,3,0.0,0.0,0,0,0,1,0,0.3,0.2,1,1,0,0,1.0,1,0,0,0,1,1,179.86666666666667,0.1166666666666666,179.98333333333332,0,1,1,1,0.1000741289844329,0.0006482081674229,0,179.98333333333332,1.0,1,1762177323,1762177323,0,0,0,0,4,0,546,1,0,0,0,0,1,1,0,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208313230,553850,Helldivers 2,bombing,recent_all,"If you play video games to have fun, don't play this, it makes you a sweat a shit ton and makes you stressed, but the bad type of stress not the good type. Legit the bugs in this game are unfair, you can't kill the bugs with any weapon you have, they attack from nowhere, and even the cannon fodder has inflated hp. If Arrowhead is reading this, STOP WITH THE GRUNT FANTASY, WE ARE LITERALLY SUPPOSED TO BE THE ELITE FORCES, AND BEING CANNON FODDER IS NOT FUN, NO ONE IS GOING TO PLAY THIS GAME BY THE TIME YOU MAKE IT INTO, ""Your game"", AND STOP STABBING US BEHIND OUR BACKS BY BUFFING ENEMIES, NOT NERFING ENEMIES PROPER, NERFING ALL WEAPONS, AND ATTACKING YOUR FANS AND CONTENT CREATORS. I am tired of you Arrowhead, you can do better, but right now I and everyone else are not enjoying this game. Stop the Grunt Fantasy, and make the game fun, over challenging.",865,163,0.3179190751445087,0.0277456647398843,0,0,0,1,0,-0.1307142857142857,0.5301190476190476,0,8,0,1,1.0,9,0,0,0,5,0,195.3333333333333,6.5,195.3333333333333,0,0,1,1,4.428327645051194,0.0332764505119453,0,195.3333333333333,5.0,1,1762175396,1762175396,0,1,0,0,2,0,546,0,0,0,0,1,0,1,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208309366,553850,Helldivers 2,bombing,recent_all,"Great variety of play, awesome team play.",41,7,0.024390243902439,0.048780487804878,0,0,0,1,0,0.9,0.875,1,0,0,0,0.0,0,0,0,0,10,50,16.316666666666666,5.066666666666666,21.383333333333333,0,0,0,0,2.512768130745659,0.2369446609508963,0,0.4276666666666666,0.2,0,1762171168,1762171168,0,1,0,0,1,0,545,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208308835,553850,Helldivers 2,bombing,recent_all,"First of all : HELLDIVERS NEVER DIE
Secondly : GET SOMEEE
And thirdly : How ’bout a nice cup of Liber-TEA!

I'm a FPS shooter, but this is third person. Still 333 hours.
There are perpetual performance issues, both on video and audio.
THE UGLY supply pack glitch that actually reduces gameplay ideas for thousands of helldivers, specifically now on OSHA-UNE system.
Yet I do come back to it as soon as my mind is racing or going to a war with itself.
The BARRAGES falling down from the skies are terrifying and the friendly-fire is always on.

10/10",549,99,0.1202185792349726,0.02367941712204,1,0,0,3,0,-0.0855555555555555,0.3722222222222222,1,0,1,0,0.0,1,0,1,1,1,0,334.6,47.85,337.1333333333333,0,1,1,1,1.6407650926479378,0.1419319754795333,0,337.1333333333333,1.0,1,1762170537,1762170537,0,1,0,0,3,0,545,1,0,0,1,0,0,1,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208308721,553850,Helldivers 2,bombing,recent_all,"This game is so democratic.. I can feel democracy coming inside of me.

10/10 would recommend. Graphics are great, sound design's perfect, Really really good gameplay loop and the hitboxes are funny as hell. 

Hail Super Earth.",231,37,0.0303030303030303,0.0346320346320346,0,0,0,1,0,0.4404761904761905,0.6880952380952382,1,0,0,0,0.0,0,0,2,1,2,0,102.6,18.1,105.7,0,1,1,1,2.2514619883040936,0.1712393566698202,0,105.7,2.0,1,1762170400,1762170400,0,1,0,0,4,0,545,1,0,0,1,0,0,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208304688,553850,Helldivers 2,bombing,recent_all,"Shit Devs that cant fix a single thing So dont buy since you will prob get into it, may wait until all the bugs and performance issues are fixed
",145,29,0.0206896551724137,0.0068965517241379,0,0,0,1,0,-0.0571428571428571,0.4047619047619047,0,5,0,0,1.0,5,0,0,0,50,147,169.88333333333333,11.466666666666669,170.51666666666668,0,0,0,0,0.8535269302462475,0.0672466034600723,0,1.159977324263039,0.3401360544217687,1,1762165075,1762165144,1,1,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208304562,553850,Helldivers 2,bombing,recent_all,yes king,8,2,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,1,0,12.25,12.25,12.25,0,1,1,1,0.6530612244897959,1.0,0,12.25,1.0,0,1762164878,1762164878,0,1,0,0,4,0,545,1,0,0,0,0,1,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208302786,553850,Helldivers 2,bombing,recent_all,its good,8,2,0.0,0.0,0,0,0,1,0,0.7,0.6000000000000001,1,0,0,0,0.0,0,0,0,0,2,0,29.766666666666666,3.816666666666667,29.766666666666666,0,1,1,1,0.2687569988801792,0.1282194848824188,0,29.766666666666666,2.0,1,1762162381,1762162381,0,1,0,0,4,0,545,1,0,0,0,0,1,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208301857,553850,Helldivers 2,bombing,recent_all,Join the fight,14,3,0.0714285714285714,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,14,0,43.15,43.95,46.266666666666666,0,0,1,0,0.3244495944380069,0.94992795389049,0,46.266666666666666,14.0,1,1762160905,1762160905,0,1,0,0,3,0,545,0,0,0,0,0,1,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208301073,553850,Helldivers 2,bombing,recent_all,"A love letter to the most patriotic co-op chaos ever made — where freedom has never been so loud, or so fun!

Wow, where to start?

Are you a fan of D&D and roleplay?

Have you been looking for a game to grind out with friends and laugh while doing it?

Do you want to prove you’ve got what it takes to sweat like the sweatiest of try-hards?

Have you been searching for a community that welcomes cadets (newbies) with open arms?

Well, look no further, my new brothers and sisters — your new home awaits right here on Super Earth!

This is where legends are forged in the fires of our galactic war!
Where courage and conviction elevate you beyond mere citizenry — to Super Citizen!

Let Lady Liberty guide your hands, new recruit, and trust that those who’ve fought since release to bring you this masterclass in gaming — Helldivers 2 — will continue to stand by your side for a greater galaxy! Where the white, yellow, and blue banners of Managed Democracy fly high across every last star!

If you haven’t already gathered by now: I absolutely LOVE THIS GAME.

It isn’t without faults, sure — but let’s be honest with ourselves, what game isn’t? What game is impervious to nitpicking or critique?

I want to be absolutely fair and brutally honest with anyone on the fence: this game has broken before, and it will break again. I can almost guarantee it. The devs at Arrowhead couldn’t have possibly anticipated the amount of hype this game has generated. Practically overnight, it’s become a pop culture phenomenon — and with that comes the strain of massive player surges, server issues, and the challenge of maintaining a game built on a completely dead engine that’s currently being held together with Super Earth justice glue and Freedom-tape!

But despite all that, the real ones — those who see the heart of this game — have stuck by it through thick and thin. I’m proud to count myself among those who’ve been here since Day One.

Don’t let my Steam hours fool you — I started on PlayStation, maxed out my character, fought in every war, and bought it again on PC just to relive the experience from a newcomer’s perspective. Because let’s be real: once you’ve unlocked everything as a day-one player, there’s not much new content until the next Warbond drops. But even so — what a time to join the game!

Right now, new players are welcomed by 17 Warbonds packed with pages of gear, weapons, stratagems, emotes — the works. You’re stepping into a fully fleshed-out universe, rich with history shaped entirely by the community’s collective actions in the galactic war. There are three factions of enemies, each with subtypes and unique strategies to discover, weaknesses to exploit, and plenty of ways to spread that sweet, sweet LIBER-TEA!

And for my fellow hardcore roleplayers — this game even has a War Map that, once you learn how to read it, opens a whole new level of immersion. I’m not just talking about planning your next mission — I’m talking about joining fleets on Discord, analyzing Joel’s plans, deciding which anchor planets to defend to protect vital supply lines, and coordinating where to deploy democracy space stations like a true commander.

Did I mention I love this game?

Helldivers 2 has genuinely become a part of my life in an incredible way, and I want others to experience that too. It’s rare for a studio to make a game with this much passion, detail, and love for their community.

I want this game to succeed not just because I’m a hardcore fan, but because studios like Arrowhead deserve to set the standard for the industry. We need to stop rewarding the big, soulless corporations that shovel out copy-paste slop filled with microtransactions and “live service” nonsense. Stop paying for $20 skins after a $70–$100 entry fee — and start supporting studios that give you a full experience out of the gate.

If you need a simple reason to pull the trigger, here it is:

HELLDIVERS 2 is $40 — and you can unlock everything for free, just by playing the game.

If this were E3 1995, that right there would be the PS2 price-tag mic drop moment.

So what are you doing right now, citizen?
Buy the game. Suit up.
Join me in some drops new recruit! 

""You wanna live forever,
FOR SUPER EARTH!""",4280,746,0.0287383177570093,0.0205607476635514,11,9,0,1,0,0.1208966512414787,0.5160234529200042,1,0,0,0,0.0,0,0,0,0,9,236,55.05,36.48333333333333,62.53333333333333,0,0,0,0,77.74750227066303,0.5834221748400853,0,0.2649717514124293,0.0381355932203389,1,1762159731,1762159731,0,1,0,0,1,0,545,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208300813,553850,Helldivers 2,bombing,recent_all,Absolutely Hella Fun!!! Pun Intended ;) It's a great game to play with friends and/or randoms.,94,16,0.0638297872340425,0.0531914893617021,3,0,0,1,0,0.2871875,0.65,1,0,0,0,0.0,0,0,0,0,8,0,17.183333333333334,16.1,17.183333333333334,0,0,1,1,5.470417070805044,0.9369544131910766,0,17.183333333333334,8.0,0,1762159309,1762159309,0,0,0,0,3,0,545,0,0,0,0,0,0,1,1,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208300174,553850,Helldivers 2,bombing,recent_all,Ебаная параша вылетает каждые 2 катки с бсодом,46,8,0.0217391304347826,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,2,15,20.8,4.433333333333334,21.75,0,1,0,0,2.2115384615384617,0.2038314176245211,0,1.45,0.1333333333333333,1,1762158332,1762158332,0,0,0,0,3,0,545,1,0,0,0,0,0,0,1,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208300052,553850,Helldivers 2,bombing,recent_all,guud,4,1,0.0,0.0,0,0,0,1,0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,3,0,96.81666666666666,38.71666666666667,109.8,0,1,1,1,0.0413152005508693,0.3526108075288403,0,109.8,3.0,1,1762158157,1762158157,0,1,0,0,4,0,545,1,0,0,0,0,1,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208299970,553850,Helldivers 2,bombing,recent_all,"I love this game but recently the performance has been absolutely terrible. I have tried to play multiple times lately and each time it locks my entire computer up in the middle of missions which then disconnects me the lobby and forces me to restart the entire mission chain or worse having to hard reset my entire pc. At this point I cannot recommend people buy the game, once these performance issues are fixed I'll change my review but right now this game has so many issues that need to be resolved.",504,92,0.0099206349206349,0.0079365079365079,0,0,0,1,0,-0.1062324929971988,0.4648459383753501,0,0,0,0,0.0,0,0,0,1,4,0,332.1666666666667,28.4,333.76666666666665,0,1,1,1,1.5173105870546912,0.0850893838010586,0,333.76666666666665,4.0,1,1762158016,1762158016,0,1,0,0,3,0,545,1,0,0,0,0,0,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208299535,553850,Helldivers 2,bombing,recent_all,i enjoy the game,16,4,0.0,0.0,0,0,0,1,0,0.0,0.45,1,0,0,0,0.0,0,0,0,0,8,0,124.56666666666666,13.833333333333334,126.13333333333334,0,0,1,1,0.1284452769601284,0.1096723044397463,0,126.13333333333334,8.0,1,1762157326,1762157326,0,1,0,0,3,0,545,0,0,0,0,0,1,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208299326,553850,Helldivers 2,bombing,recent_all,amazing,7,1,0.0,0.0,0,0,0,1,0,0.6000000000000001,0.9,1,0,0,0,0.0,0,0,1,0,2,28,209.71666666666667,24.433333333333334,212.7333333333333,0,1,0,0,0.0333783676388778,0.1148542776559072,0,7.597619047619047,0.0714285714285714,1,1762156938,1762156938,0,1,1,0,4,0,545,1,0,0,0,0,1,0,1,1,0,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208297071,553850,Helldivers 2,bombing,recent_all,Too many bugs and devs are not doing a shit.,44,10,0.0227272727272727,0.0227272727272727,0,0,0,1,0,0.15,0.65,0,0,0,0,0.0,0,1,0,0,6,0,142.93333333333334,1.5166666666666666,143.45,0,0,1,1,0.3078358208955223,0.0105727895898687,0,143.45,6.0,1,1762153335,1762153335,0,1,0,0,2,0,545,0,0,0,0,0,0,1,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208296843,553850,Helldivers 2,bombing,recent_all,THIS SHIT IS PEAK  DEMOCRACY!!!!!   U GET TO SHOOT CLANKERS AND AILIENS YEAAAA!!!!!!!! BUY NOW,94,15,0.6808510638297872,0.1382978723404255,13,0,0,1,0,-1.0,0.8,1,0,0,0,0.0,0,1,0,0,6,89,4.883333333333334,12.566666666666666,12.566666666666666,0,0,0,0,19.249146757679178,1.0,0,0.1411985018726591,0.0674157303370786,0,1762152991,1762152991,0,0,0,0,3,0,545,0,0,0,0,1,0,0,1,0,1,1,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
208296422,553850,Helldivers 2,bombing,recent_all,no,2,1,0.0,0.0,0,0,0,1,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,7,23,224.88333333333333,3.05,224.88333333333333,0,0,0,0,0.0088935003335062,0.013562588008597,0,9.777536231884058,0.3043478260869565,1,1762152289,1762152289,0,1,0,0,2,0,545,0,0,0,0,0,1,0,1,0,0,0,0,,,,0,8,Very Positive,630945,136282,8,Very Positive,630945,136282
